epochs,train_losses,val_losses,test_losses
1,0.1967903126590832,0.07615177866642163,0.0755889707682084
2,0.05674479613505019,0.06778028352245767,0.0678473802245393
3,0.04650001496951087,0.037178064483443116,0.037286337236968836
4,0.04456975531982636,0.040003184703630484,0.04063247874075053
5,0.042015667962247726,0.04124551113571977,0.04104954277982517
6,0.040359100224200174,0.035624228765875954,0.03610098939769122
7,0.041226415654730016,0.07482864304476713,0.07526623898622942
8,0.04377832711776269,0.041815105397488804,0.04246289906453113
9,0.03662408021447103,0.04401211926341532,0.04373407880870663
10,0.03570719625167877,0.03261934344551504,0.03284161553090932
11,0.03597681978337587,0.02893640739237808,0.029269541404685195
12,0.03620762895909035,0.02787156624218579,0.028476853759921327
13,0.034473724086533694,0.043046662743992735,0.042774392634021996
14,0.034359133633294826,0.030386301275077247,0.03063176846017643
15,0.030255526748113704,0.0258328382922914,0.02610646370722323
16,0.02748856924513943,0.025604912411096695,0.025495191921993177
17,0.026207546342683227,0.022746087792918156,0.0229286502818672
18,0.027239720067119406,0.02873139006658621,0.028668455323394463
19,0.02405057091319619,0.021413995264516424,0.021042726629850815
20,0.025379390273106515,0.02246633542129417,0.022285764618795747
21,0.022973437761675264,0.020968386569358354,0.02052019718958407
22,0.02281932446087853,0.01952316132759375,0.01943484541712975
23,0.02187194764439001,0.02239691544126404,0.02196951621041006
24,0.021820370797616354,0.022224185608532863,0.021977920921481386
25,0.020996924850634393,0.02310170310926688,0.022929426358670603
26,0.020406467223647733,0.020016497978844104,0.019809475814809605
27,0.020790902243747307,0.01614950627929454,0.016098399095389307
28,0.019186239515247915,0.020687471332303763,0.020288208917695647
29,0.018707310413113177,0.021435724079333366,0.02143196944071322
30,0.019000985758982167,0.0166881612360848,0.016379346044696107
31,0.01855510018973099,0.023119455316544493,0.02286659895765538
32,0.01762922404883313,0.0172295867589108,0.017205145286054026
33,0.017808741403203678,0.02034537742416501,0.020355464548480754
34,0.01755787013636254,0.014330256447046354,0.014026802261264957
35,0.016969657050228196,0.02319649937011096,0.02307987882166493
36,0.017998534344890578,0.015386922724714846,0.015468898172281226
37,0.015942646581963364,0.015953282125635085,0.01567982699798078
38,0.017348575901502003,0.019482698049838702,0.019356093236378262
39,0.017102789540624386,0.01634394957197163,0.015968498374734606
40,0.015753867934358252,0.015030690933098619,0.014720578582919374
41,0.01604409144194007,0.014655816047628322,0.014702214878432604
42,0.015434407353372679,0.013776695711198803,0.01350095411952661
43,0.015706651752523615,0.013280941807974778,0.0132242175085204
44,0.01552711055955291,0.015903444775131812,0.01585711204275793
45,0.015728063148530307,0.01316156331078584,0.013086699101389671
46,0.01504748080480866,0.018560761035619388,0.01850579177238503
47,0.01681500415040869,0.014794355447490345,0.014781644605860417
48,0.01565004614765094,0.014270437974289769,0.014363690602536104
49,0.015339608710403508,0.019696604781756652,0.019727877056112095
50,0.014294031569059123,0.01352346120183973,0.01347958980774393
51,0.01452365712992312,0.013700923527444396,0.013687812096002151
52,0.014002549859504316,0.013580730918034134,0.013638321842466081
53,0.014071531413414301,0.01277510796402053,0.012829520568555715
54,0.014481821742812052,0.013941005297526586,0.0138185481939997
55,0.015295645945454206,0.01251720374952791,0.012475106180930624
56,0.013564914946232515,0.016589163669687736,0.01646252326211151
57,0.013271907592036912,0.012124017648257537,0.011987789400986262
58,0.013609614137662188,0.012205447721914604,0.012004490105473265
59,0.013483662527929305,0.012213158907739052,0.012383191257107014
60,0.013262535072850376,0.01291425061267699,0.013006573124807708
61,0.01381700542287314,0.013432228487301497,0.013320853515547149
62,0.013241455297416502,0.01728041639895069,0.017062036814738293
63,0.013589385754776277,0.012512699147265018,0.012448086574369547
64,0.013837184763993324,0.015164105454719601,0.015415552775470577
65,0.013758871282104783,0.014274546694531312,0.01453273454490973
66,0.013469067435206926,0.011773265873285529,0.011847008247764744
67,0.01395589982959812,0.018913361476251767,0.018892863575293094
68,0.013387445124680512,0.01388625347612388,0.013878272200117305
