epochs,train_losses,val_losses,test_losses
1,0.13393077462911607,0.08612204360961914,0.08658698654174804
2,0.07912553429603576,0.08204786109924317,0.08294038772583008
3,0.07828218126296997,0.078299560546875,0.08325687217712402
4,0.07692206710577011,0.0768499813079834,0.07862544631958007
5,0.07644608342647552,0.07760658836364746,0.07987255859375
6,0.07436820942163468,0.07686470413208008,0.07902958488464355
7,0.07491107499599457,0.07629108619689941,0.08072312545776367
8,0.0734114744067192,0.07557144546508789,0.07826807594299316
9,0.07212299001216889,0.07483447456359864,0.07838842391967774
10,0.07227710169553757,0.07710347557067872,0.07907069396972656
11,0.07169034415483475,0.07507621192932129,0.0785197582244873
12,0.07153843852877617,0.07607456684112548,0.07818791007995606
13,0.07178948071599006,0.07525003623962402,0.07780207633972168
14,0.07172620034217835,0.07558308601379395,0.07880952262878418
15,0.07159143668413162,0.07501035404205322,0.07832684516906738
16,0.07154395246505738,0.07546844863891601,0.07828840065002442
17,0.07144111680984497,0.07492766571044922,0.07811232948303223
18,0.07173172444105148,0.07594317150115967,0.07909168434143067
19,0.0721947945356369,0.07512004661560058,0.07805267143249511
20,0.07146633672714234,0.07517423629760742,0.07794548225402832
21,0.0716786351799965,0.07606705474853516,0.0783701343536377
22,0.07147563254833221,0.07564711475372314,0.07820293617248535
23,0.07104437875747681,0.07502583503723144,0.07888091850280762
24,0.07135222870111466,0.07482610130310059,0.07833163452148438
25,0.07146506202220916,0.07507262229919434,0.07818129920959473
26,0.0713281524181366,0.07513199806213379,0.07868374729156494
27,0.07168612882494926,0.07600999641418457,0.07848233222961426
28,0.0713836455643177,0.07501942253112794,0.07797676467895508
29,0.07138022488355636,0.07484948921203613,0.07826964950561524
30,0.07146480786800384,0.07509830856323242,0.07822701263427734
31,0.071128511428833,0.07495418739318847,0.07825773239135742
32,0.07116754645109177,0.07539766693115234,0.07782926940917968
33,0.07108614635467529,0.07549702644348144,0.07879270267486572
34,0.07134882414340973,0.07584923553466796,0.07892237854003906
35,0.07137636983394623,0.07503165626525879,0.07818725395202637
36,0.07143844014406205,0.07570597648620606,0.07830470848083496
37,0.07126025605201722,0.07531067085266113,0.0785879898071289
38,0.07139713418483734,0.0754010648727417,0.07800406074523926
39,0.07137836849689484,0.07486178588867187,0.07809177017211914
40,0.0712030414044857,0.0751561279296875,0.07798162651062011
41,0.07154535245895385,0.07503283882141114,0.07812569046020508
42,0.07133443737030029,0.07532466506958008,0.07786977005004883
43,0.07145225629210472,0.07507443618774413,0.07804754829406738
44,0.07114380830526353,0.07508975219726563,0.07788465309143067
45,0.07130428391695022,0.07549083518981933,0.07851864433288575
46,0.07137193447351456,0.07517594909667968,0.07796878433227539
47,0.07140034151077271,0.07518445205688476,0.07777372741699219
48,0.07135160183906555,0.07500123882293701,0.07840131568908691
49,0.0713593861758709,0.075480863571167,0.07933716583251953
50,0.07134513694047928,0.07565244102478028,0.07980977249145507
51,0.07210294502973556,0.07528435516357422,0.07868253898620606
52,0.07171818125247956,0.07514759159088134,0.07795615005493164
53,0.07119000869989395,0.07508301544189454,0.0780224838256836
54,0.0710552408695221,0.07526272964477539,0.07794607162475586
55,0.0712036693096161,0.07532734107971191,0.07809141349792481
56,0.07130585017800331,0.07657956123352051,0.07877740669250488
57,0.07114573001861572,0.07551351547241211,0.07801317977905274
58,0.07123499119281769,0.075150541305542,0.0778671236038208
59,0.07121141761541366,0.07581643104553222,0.07823015022277832
