epochs,train_losses,val_losses,test_losses
1,0.11174180692669683,0.07697462096807965,0.0761397395815168
2,0.06842353148656301,0.06943079715669773,0.06959808055235416
3,0.05584580816423713,0.050925814134356664,0.049894067705894
4,0.047133860994956776,0.04513526544338319,0.044985819227841436
5,0.04500362133384443,0.04565264432600919,0.04528216287797811
6,0.04221845681278271,0.03828242375066591,0.03787634628159659
7,0.04046386842043696,0.043731680027362586,0.04302748657610952
8,0.041376092041757184,0.037893277348731665,0.03678876055138452
9,0.037567635167403086,0.04569674959673791,0.04460225360734122
10,0.035630326110190354,0.035147531777881616,0.034378757434231896
11,0.03512179679761919,0.051532857862363377,0.051620854102835366
12,0.03035807218640593,0.02922408987075998,0.029241146785872325
13,0.028823617467187285,0.02992913826751344,0.02861377779318362
14,0.02845771775800523,0.03510310071023594,0.03356628895414119
15,0.02846058771775713,0.02591742310781675,0.025463202322015956
16,0.025756790855430006,0.02422029983858619,0.02360504074972503
17,0.028415504516330608,0.023478629466317857,0.0230730626047874
18,0.02457082632855533,0.020915232414684664,0.020849564549874286
19,0.02563059178119337,0.029420529144642247,0.02956552894747987
20,0.02675972236417727,0.021317887758497946,0.021137349839721407
21,0.022571679777990374,0.023080073721040557,0.02276071974513482
22,0.02217939886741522,0.020611194186132338,0.02011920382477799
23,0.021190034539268963,0.01718513174678803,0.017052064516714642
24,0.020243886453678247,0.020573705876631806,0.020917704823065777
25,0.02000015042289555,0.02279224628355445,0.022834419443899273
26,0.021259558533126884,0.027001209888430886,0.026968058502795746
27,0.025486366001242267,0.02423526019584842,0.024078235486332252
28,0.022333526581473882,0.020399238815076534,0.020243549833492358
29,0.02126796412931779,0.020191278523013823,0.020031033121809667
30,0.01974374875447926,0.016444001759559977,0.01635224144069516
31,0.01934166461592767,0.02312320243717475,0.022969178703366493
32,0.021017520449423902,0.02167480261383227,0.021741569422337473
33,0.02023686839615911,0.02015248565758964,0.019851350890738622
34,0.019543361366573943,0.0165648392735534,0.01635125401068707
35,0.018459998904083803,0.01572250449522515,0.01572427412076872
36,0.017966400272711576,0.015594913878548037,0.015499299430117314
37,0.019803654423046265,0.01676483411224915,0.01684266724148575
38,0.018278122541000343,0.01980067447253093,0.019975768212152988
39,0.019478167911275407,0.02000481976327116,0.019889413778270994
40,0.018829528578750695,0.015237564982057436,0.015297972578175214
41,0.017715031350340853,0.018225697834070232,0.018152424875570804
42,0.01965674719666147,0.02324289297270809,0.023116031775669177
43,0.0185393899069119,0.014884963325197648,0.014876826609275778
44,0.019018532446521776,0.014753162053219348,0.014914684605841734
45,0.017055376070474776,0.016873653247066422,0.016890962285046676
46,0.016613601625796396,0.017147711698050783,0.017282691385064806
47,0.01758889936486153,0.015441830831339499,0.015617045060712464
48,0.01792948911210974,0.015525938201592943,0.015602451350007738
49,0.01799290473318716,0.016179092379253333,0.016398716109747788
50,0.01784229949635911,0.016552221370279247,0.016483338815825328
51,0.018136738920660037,0.015409520534014903,0.015499319957227123
52,0.016571304569416762,0.013659884974125297,0.013688640783027726
53,0.01528823578948724,0.014167853829280319,0.014030152969822591
54,0.015486251042547888,0.013750586577357239,0.013819856911289449
55,0.015178545450620811,0.015046151463882444,0.015046547642167734
56,0.016180104871348636,0.014867119368764937,0.014981483394394115
57,0.01595903142127149,0.01619232128477165,0.016289643639204453
58,0.01584388577010435,0.015333886924170809,0.015494750166425899
59,0.016625481709604272,0.01605324689687847,0.016005257106557185
60,0.015991051818712524,0.013675633142691147,0.013554790950551326
61,0.015476053613092011,0.014369965131708866,0.014201208873062717
62,0.015003019433282532,0.013992173200814362,0.014182743825474563
63,0.014900563597358963,0.014663001367127174,0.014832865522832287
64,0.014350116014930569,0.013183989936078201,0.013448071951160625
65,0.014639518303746891,0.013392517902283659,0.013335846060392807
66,0.013929721157301247,0.014359270464038043,0.014714083957428835
67,0.014923376176164472,0.014605113275309946,0.015053208005063387
68,0.015502125034530611,0.011928544667051033,0.012050262063133473
69,0.01388537486459147,0.012955474032562125,0.013136774605634262
70,0.013721997159534285,0.013964347666043063,0.014092439291428546
71,0.014349886078850457,0.012747708944998421,0.012958934416576308
72,0.01519199949554,0.018720554009438624,0.01895664548691438
73,0.014805673217048282,0.012309058210828097,0.012366134521304344
74,0.013617222137861689,0.013031616937633377,0.013015878899973266
75,0.012934988503031753,0.013174607653794973,0.01340986651425459
76,0.0143723775860913,0.012833278068568021,0.012936797905333189
77,0.01455730152544625,0.013678533236945851,0.013642390619735328
78,0.018768722059488572,0.021362709843255338,0.021213806709464714
79,0.015865566440437174,0.015099173885924992,0.015063641022662727
80,0.016793760386675283,0.014713405555616853,0.014757530573679477
81,0.013884454859587236,0.013313406262123354,0.013358630315989864
82,0.014541922908375833,0.012881289177603762,0.012921432983510348
83,0.014809141651609356,0.01319031279831626,0.013285261179719652
84,0.014002839569543228,0.014228556119291554,0.014115263612902895
85,0.013745482919064895,0.015436092138328413,0.015421003939545885
86,0.014318328580097593,0.011785675573630252,0.011717463862531039
87,0.0134214498232466,0.012287723985790883,0.01230623314575273
88,0.013395083105487968,0.01521625675388107,0.015049776556540509
89,0.015119620896313387,0.013099009086503076,0.01307742426894149
90,0.014017135248834248,0.011963592996328199,0.011984879417078835
91,0.013572832983761645,0.015491472673286913,0.015449484848246282
92,0.01301503709315146,0.014214587671494876,0.014320307696352199
93,0.012382411012917099,0.011854427312713823,0.011776981913313573
94,0.0124533155708034,0.011736250980303616,0.011911357848011717
95,0.013739805108284563,0.011892965340488896,0.011841356982381977
96,0.013638890553893182,0.01322799950491274,0.01306371634103814
97,0.012892242117582643,0.013462076000138825,0.013329980780883712
98,0.01244345988589366,0.011999378359414697,0.011740705948703143
99,0.012729855054182527,0.012576255390903662,0.01266487870289355
100,0.012561562049238317,0.013088858224512116,0.013383384109759817
101,0.012623346932059312,0.011498221251908698,0.01171378008261019
102,0.012821459344455175,0.012371754391653656,0.012365021723873762
103,0.012172511941023197,0.011307737463573017,0.011380767031591766
104,0.012580813328399129,0.010962713055494355,0.010974761934912935
105,0.011933050553220283,0.01150880307648031,0.011548535100051336
106,0.011744968020914254,0.011042252199588619,0.011022934119920341
107,0.012565549317007488,0.013852837780113713,0.013637223414012365
108,0.012798515069498556,0.01407026016938331,0.014294177521856464
109,0.012771567739719367,0.012322056641252573,0.012411088663704542
110,0.0128748268894981,0.012072825496435811,0.012127533250925492
111,0.011411091690270813,0.011457054576633574,0.011476402380028549
112,0.012235864810861915,0.012306155380061724,0.012024139415244666
113,0.011461304694318952,0.01166962041783405,0.011611015516884473
114,0.011850386256574892,0.010936583663865023,0.010913679490284043
115,0.012975753450487133,0.013008748327699476,0.012848850871835436
116,0.012085846467343841,0.011590769810481218,0.011166459823749503
117,0.011947741748226437,0.010974461546207223,0.010982719991280109
118,0.011578149312585766,0.010822306822575053,0.010638846350567681
119,0.012994249935427402,0.011949663695851221,0.01173281836874631
120,0.012541339593170412,0.01387678552582259,0.013746910633481279
121,0.011967526464295788,0.013134730673664859,0.01298148975688584
122,0.011837823033055916,0.010167176313383545,0.010218520477718237
123,0.011662459879265568,0.011270267093426756,0.011003032858882631
124,0.011363051059405977,0.011068239900724903,0.010947721421110387
125,0.012040122181748264,0.010430128859804707,0.01027457689752384
126,0.011274970734749383,0.010969183651355395,0.010663614285235502
127,0.010841904998768843,0.012449095926842735,0.012283320861811541
128,0.010717983889792646,0.01070313690838661,0.01073287339995102
129,0.010881050586112008,0.011168574975206961,0.011061953380703926
130,0.011543963679937812,0.012683137835601899,0.012504212406216835
131,0.0113484196453577,0.011826367996230415,0.011747587244121395
132,0.011099424496569976,0.013696118745054333,0.013784174712336793
133,0.011458461303761474,0.010439323767052871,0.010569313046883563
134,0.011178349766720186,0.010514904623033136,0.010497660357124952
135,0.01126419628227214,0.010903370089647247,0.011040007201384525
136,0.01221782579676234,0.011472956902023405,0.011459297975715326
137,0.011337719201115712,0.0124584930318975,0.012564817253424197
138,0.011476815393698617,0.01082819271710963,0.010856179710553616
139,0.01158968013636638,0.01060131644016815,0.010609230938918737
140,0.011171408200963172,0.011268018935069919,0.011423705259756166
141,0.011381000529165606,0.01123659131478678,0.011202646001261108
142,0.010970182415059012,0.010631031536246418,0.01048265424157892
143,0.01035907470299911,0.010140263329239415,0.010055640674367244
144,0.011191123362055154,0.01095334616608926,0.010844519019735103
145,0.010654355970435235,0.010530907667255203,0.010787943606169857
146,0.01185805736267539,0.012261838105692925,0.01236617816041927
147,0.013961020981488397,0.011771840758820042,0.011970249821945113
148,0.01177869051041538,0.011780485323166022,0.011826211548581416
149,0.012134678781889249,0.012602833608453703,0.012682143142636942
150,0.011551959246492206,0.010522340181321215,0.010430667359305888
151,0.011292584362665881,0.012568662407180443,0.012533973370279585
152,0.011047810285798902,0.011609338106349688,0.011708768122658437
153,0.01105019294967254,0.010951947580584114,0.010773161996384057
154,0.011285443163966883,0.0113617891180597,0.011096950924518158
155,0.010597436860826788,0.010005847244347832,0.009947435436200122
156,0.01102484911615321,0.011387805856625353,0.011293010444057231
157,0.010537063640203764,0.009819099630595737,0.009790496482532851
158,0.010052192106012268,0.010823509671481702,0.010813902721417194
159,0.011390467912053882,0.010705496503579718,0.01055009971011658
160,0.011055309856559272,0.011551753311242363,0.01149122736283711
161,0.010857155235023449,0.011310728812890438,0.011272723463420965
162,0.011352360155541584,0.010851481951691213,0.010677810606299614
163,0.01050705718834918,0.010253503602713694,0.010170526422408163
164,0.010182097047982732,0.011120986771245294,0.01096070877143315
165,0.010599133981506446,0.010532099608122287,0.0103985994141929
166,0.010022880621989983,0.01059702448766615,0.010437225162678835
167,0.01041468499719439,0.010739985520277566,0.010604201302844651
168,0.01103500837760866,0.01231921078313885,0.012128147847798407
169,0.011323263733480105,0.011130948623895607,0.011156719253987682
170,0.011472417983798685,0.009595754555912465,0.009619313729356746
171,0.010015470622611447,0.010092893324076188,0.010032425805622218
172,0.009920832874095467,0.009978567111554868,0.00976169154960282
173,0.010560678953086388,0.009775283251883557,0.009787641389637577
174,0.01053904307060783,0.010523019178278914,0.010571446003658431
175,0.010916399376836803,0.010555780125865331,0.010565680432684568
176,0.011237218155029136,0.011099975872663112,0.010899394560529262
177,0.011361179483944115,0.010492876084174301,0.010465921758084881
178,0.010004769917685672,0.011607766208438883,0.01140736780908643
179,0.011243376082607679,0.011660059236100506,0.011463926382819
180,0.010327265181434833,0.011057821468704153,0.010869174663509642
181,0.009907135947604213,0.010648350956602262,0.010435810464681412
182,0.009972383073475926,0.011616258668344632,0.011375919212492145
183,0.010664267297812524,0.010154304598652155,0.010057067156446223
184,0.009843583722814105,0.010149181164681161,0.009940243877318442
185,0.009951939141111714,0.010001975612436662,0.009896938365941145
186,0.01007857236418436,0.010411884992597358,0.010405067924638184
187,0.01004231162910089,0.009821150950147987,0.009580460434057275
188,0.01061538733113622,0.01100629409420306,0.01070919902805163
189,0.01039406056780883,0.009803110572988862,0.009832480352143852
190,0.009475370847947818,0.009921643222022547,0.009974228902434816
191,0.010689195942103378,0.010292464877626799,0.010105682765038647
192,0.009837942896681242,0.011571255213675004,0.011662074345715192
193,0.010002309121148235,0.011207744072978431,0.010955015349448944
194,0.010343874706243112,0.011545361200056253,0.01136807337099192
195,0.010205527789172534,0.010109693681378503,0.009887028561562908
196,0.009797524121069674,0.00921280316031,0.009214804450772246
197,0.009772562062742057,0.010607949212352644,0.010281565998281752
198,0.01011886301858223,0.009536558715574635,0.009206186409811584
199,0.010400937914493539,0.01040852980124937,0.010326221661300075
200,0.010100111305826148,0.010520337738907929,0.010128935913042146
201,0.009857585159336995,0.011190696365426987,0.01081396540512844
202,0.010463939685456706,0.011347865100570526,0.011010282197777105
203,0.010003538792531042,0.011056405856015293,0.010873204591322919
204,0.009576286882612072,0.009629456255399077,0.009462480718383983
