epochs,train_losses,val_losses,test_losses
1,0.17316878026521473,0.07199472083479865,0.07301609461692109
2,0.06518903502708376,0.09985307071381126,0.099566628313458
3,0.05278194541426038,0.1254933187118961,0.126033035345829
4,0.04668723022193785,0.07315141524155706,0.07321020468675704
5,0.04656153434859914,0.04397703516945093,0.04413574705223112
6,0.04473253045567823,0.05164645129787129,0.052030615354431
7,0.04465930011831895,0.04156836187480341,0.04190410034488038
8,0.04110420605729836,0.04193058782419709,0.04194541184451468
9,0.03920418100136709,0.0454714394596306,0.04581944634294903
10,0.04086506062197796,0.037106000482038354,0.037398724896363575
11,0.03904105516478108,0.04911123320909278,0.04891722986006244
12,0.03935065402423824,0.04145430446754284,0.04202944859211972
13,0.04097220797917783,0.05404463845083783,0.0540599133086578
14,0.04305833196494638,0.036328172752128615,0.036414212221508035
15,0.0370766533945197,0.037555577936268264,0.037798697250276805
16,0.03690043934581574,0.04021687829169516,0.04084743655755676
17,0.03953061952281944,0.03450620601987907,0.034824302004638874
18,0.036629742198197174,0.03650933923132964,0.036802517830377614
19,0.0362524652255887,0.04790265317284736,0.04830575813221387
20,0.03648754203222632,0.03992155298326986,0.039869556383668674
21,0.03647115947160542,0.03265823558550141,0.032530679409688956
22,0.03536749592327946,0.03244988157782242,0.03247783897625235
23,0.03489778057113706,0.05791614615478224,0.05805942804979021
24,0.0357662474609782,0.03153134464134388,0.031558858426039435
25,0.03210039758036605,0.0326790916811388,0.03271965921801784
26,0.031727908926538054,0.03203404531246278,0.03199242804305029
27,0.032194059675301964,0.03907756632107516,0.03874765827398358
28,0.031694801914745135,0.0480061108731927,0.04828425450400845
29,0.03460988992545739,0.05612606172183095,0.05548222738063237
30,0.03268413884553654,0.05324925594156522,0.054530113290460376
31,0.04705613931837254,0.05555010845306557,0.05574660943795459
32,0.036081775853066815,0.04496790483658078,0.04489572678515461
33,0.03502107162201365,0.045413628598253784,0.04524541206227583
34,0.03591400855003353,0.03923331419854914,0.03997124785172744
35,0.03205622914717107,0.03285670770748217,0.03271247729664426
36,0.032282371493821016,0.030103186908833207,0.030172771320208458
37,0.03069857330795359,0.03055088398047237,0.03045099596650524
38,0.030112077974207032,0.028890654950664126,0.028866841549880763
39,0.031100239360634645,0.03225795559082688,0.03194132960756387
40,0.030065180058876862,0.0324541509350996,0.03276843561676292
41,0.030232900303173688,0.028855279779274573,0.028885655093532307
42,0.03140042493826234,0.029329668272630498,0.02942684696548281
43,0.03129073955853856,0.029186928004297213,0.02916756084514665
44,0.029589985693715397,0.043160754547684685,0.044002249867212226
45,0.03086147109714969,0.029315521191433252,0.029457534170601193
